mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
9	9	0	0	4/4	1	1		V6/IV	d	i		V6/IV	V		6		IV			M	1	1	4, 1, 0		0	4
9	9	1/2	1/2	4/4	1	1		iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
9	9	3/4	3/4	4/4	1	1		ii%7	d	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
9	9	7/8	7/8	4/4	1	1		VI6	d	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
10	10	0	0	4/4	1	1		V7/III	d	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
10	10	1/4	1/4	4/4	1	1		iio6/iv	d	i		iio6/iv	ii	o	6		iv			o	1	1	-2, -5, 1		1	-2
10	10	1/2	1/2	4/4	1	1		V7/iv	d	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
10	10	3/4	3/4	4/4	1	1		V(64)/iv	d	i		V(64)/iv	V			64	iv			M	1	1	0, -1, -4		0	0
11	11	0	0	4/4	1	1		V/iv	d	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
11	11	1/4	1/4	4/4	1	1		IV6(9)	d	i		IV6(9)	IV		6	9				M	1	1	3, 0, -1	1	-1	3
11	11	1/2	1/2	4/4	1	1		iv6(9)	d	i		iv6(9)	iv		6	9				m	1	1	-4, 0, -1	1	-1	-4
11	11	3/4	3/4	4/4	1	1		iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
12	12	0	0	4/4	1	1		v	d	i		v	v							m	1	1	1, -2, 2		1	1
12	12	1/4	1/4	4/4	1	1		V(64)	d	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
12	12	3/4	3/4	4/4	1	1		V	d	i		V	V							M	1	1	1, 5, 2		1	1
13	13	1/4	1/4	4/4	1	1		V(64)	d	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
13	13	3/8	3/8	4/4	1	1		#viio64	d	i		#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1
13	13	1/2	1/2	4/4	1	1		i6(2)	d	i		i6(2)	i		6	2				m	1	1	-3, 1, 2		0	-3
13	13	5/8	5/8	4/4	1	1		v	d	i		v	v							m	1	1	1, -2, 2		1	1
13	13	3/4	3/4	4/4	1	1		#vi%7	d	i		#vi%7	#vi	%	7					%7	1	1	3, 0, -3, 1		3	3
13	13	7/8	7/8	4/4	1	1		V6	d	i		V6	V		6					M	1	1	5, 2, 1		1	5
14	14	0	0	4/4	1	1		i	d	i		i	i							m	1	1	0, -3, 1		0	0
14	14	1/4	1/4	4/4	1	1		IV64	d	i		IV64	IV		64					M	1	1	0, -1, 3		-1	0
14	14	1/2	1/2	4/4	1	1		iv64	d	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
14	14	3/4	3/4	4/4	1	1		i	d	i		i	i							m	1	1	0, -3, 1		0	0
15	15	0	0	4/4	1	1		V65/VII	d	i		V65/VII	V		65		VII			Mm7	1	1	3, 0, -3, -1		-1	3
15	15	1/4	1/4	4/4	1	1		V6/VII	d	i		V6/VII	V		6		VII			M	1	1	3, 0, -1		-1	3
15	15	1/2	1/2	4/4	1	1		VII	d	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
15	15	3/4	3/4	4/4	1	1		#viio64/iv	d	i		#viio64/iv	#vii	o	64		iv			o	1	1	-2, 4, 1		4	-2
15	15	7/8	7/8	4/4	1	1		V7/III	d	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
16	16	1/8	1/8	4/4	1	1		V(64)/III	d	i		V(64)/III	V			64	III			M	1	1	-2, -3, 1		-2	-2
16	16	1/4	1/4	4/4	1	1		V(4)/III	d	i		V(4)/III	V			4	III			M	1	1	-2, -3, -1		-2	-2
16	16	3/8	3/8	4/4	1	1		V/III	d	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
16	16	1/2	1/2	4/4	1	1		III(7)	d	i		III(7)	III			7				M	1	1	-3, 1, -2	2	-3	-3
16	16	3/4	3/4	4/4	1	1		i64	d	i		i64	i		64					m	1	1	1, 0, -3		0	1
17	17	0	0	4/4	1	1		iv65(2)	d	i		iv65(2)	iv		65	2				mm7	1	1	-4, 0, -3, 1		-1	-4
17	17	3/4	3/4	4/4	1	1		iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
18	18	0	0	4/4	1	1		V7(9)/III	d	i		V7(9)/III	V		7	9	III			Mm7	1	1	-2, 2, -1, -4	0	-2	-2
18	18	1/4	1/4	4/4	1	1		V43	d	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
18	18	1/2	1/2	4/4	1	1		i(4)	d	i		i(4)	i			4				m	1	1	0, -1, 1		0	0
18	18	5/8	5/8	4/4	1	1		i	d	i		i	i							m	1	1	0, -3, 1		0	0
19	19	1/4	1/4	4/4	1	1		V	d	i		V	V							M	1	1	1, 5, 2		1	1
20	20	0	0	4/4	1	1		V(64)	d	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
20	20	1/4	1/4	4/4	1	1		V(4)	d	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
20	20	1/2	1/2	4/4	1	1		V	d	i		V	V							M	1	1	1, 5, 2		1	1
21	21	0	0	4/4	1	1		I}	d	i		I	I						}	M	1	1	0, 4, 1		0	0
