mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
8	8	1/2	1/2	4/2	1	1	vii	a	i		vii	vii							m	1	1	-2, -5, -1		-2	-2
8	8	1	1	4/2	1	1	VI	a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
8	8	3/2	3/2	4/2	1	1	VI6	a	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
9	9	0	0	4/2	1	1	I6	a	i		I6	I		6					M	1	1	4, 1, 0		0	4
9	9	1/2	1/2	4/2	1	1	i6	a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
9	9	1	1	4/2	1	1	VII6	a	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
9	9	3/2	3/2	4/2	1	1	vii6	a	i		vii6	vii		6					m	1	1	-5, -1, -2		-2	-5
10	10	0	0	4/2	1	1	i(b2)	a	i		i(b2)	i			b2				m	1	1	-5, -3, 1		0	-5
10	10	1/2	1/2	4/2	1	1	i	a	i		i	i							m	1	1	0, -3, 1		0	0
10	10	1	1	4/2	1	1	#viio(2)	a	i		#viio(2)	#vii	o		2				o	1	1	0, 2, -1		5	0
10	10	3/2	3/2	4/2	1	1	V	a	i		V	V							M	1	1	1, 5, 2		1	1
11	11	0	0	4/2	1	1	I6(9)	a	i		I6(9)	I		6	9				M	1	1	4, 1, 0	2	0	4
11	11	1/2	1/2	4/2	1	1	i6	a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
11	11	1	1	4/2	1	1	VII6	a	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
11	11	3/2	3/2	4/2	1	1	vii6	a	i		vii6	vii		6					m	1	1	-5, -1, -2		-2	-5
12	12	0	0	4/2	1	1	ii/VII	a	i		ii/VII	ii				VII			m	1	1	0, -3, 1		0	0
12	12	1/2	1/2	4/2	1	1	viio6/VII	a	i		viio6/VII	vii	o	6		VII			o	1	1	0, -3, 3		3	0
12	12	1	1	4/2	1	1	VII}{	a	i		VII	VII						}{	M	1	1	-2, 2, -1		-2	-2
12	12	3/2	3/2	4/2	1	1	vii	a	i		vii	vii							m	1	1	-2, -5, -1		-2	-2
13	13	0	0	4/2	1	1	V/vii	a	i		V/vii	V				vii			M	1	1	-1, 3, 0		-1	-1
13	13	1/2	1/2	4/2	1	1	viio6/III	a	i		viio6/III	vii	o	6		III			o	1	1	-1, -4, 2		2	-1
13	13	1	1	4/2	1	1	III	a	i		III	III							M	1	1	-3, 1, -2		-3	-3
13	13	3/2	3/2	4/2	1	1	iio6/vii	a	i		iio6/vii	ii	o	6		vii			o	1	1	-3, -6, 0		0	-3
14	14	0	0	4/2	1	1	V2/vii	a	i		V2/vii	V		2		vii			Mm7	1	1	-3, -1, 3, 0		-1	-3
14	14	1/2	1/2	4/2	1	1	vii6	a	i		vii6	vii		6					m	1	1	-5, -1, -2		-2	-5
14	14	1	1	4/2	1	1	#viio6(2)/vii	a	i		#viio6(2)/vii	#vii	o	6	2	vii			o	1	1	0, -3, -2		3	0
14	14	3/2	3/2	4/2	1	1	#viio6/vii	a	i		#viio6/vii	#vii	o	6		vii			o	1	1	0, -3, 3		3	0
15	15	0	0	4/2	1	1	vii}{	a	i		vii	vii						}{	m	1	1	-2, -5, -1		-2	-2
15	15	1	1	4/2	1	1	iv	a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
16	16	0	0	4/2	1	1	I6	a	i		I6	I		6					M	1	1	4, 1, 0		0	4
16	16	1/2	1/2	4/2	1	1	i6	a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
16	16	1	1	4/2	1	1	VII6(2)	a	i		VII6(2)	VII		6	2				M	1	1	2, -1, 0		-2	2
16	16	3/2	3/2	4/2	1	1	vii6	a	i		vii6	vii		6					m	1	1	-5, -1, -2		-2	-5
17	17	0	0	4/2	1	1	#viio6/vii	a	i		#viio6/vii	#vii	o	6		vii			o	1	1	0, -3, 3		3	0
17	17	1/2	1/2	4/2	1	1	iv	a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
17	17	1	1	4/2	1	1	III6	a	i		III6	III		6					M	1	1	1, -2, -3		-3	1
17	17	3/2	3/2	4/2	1	1	iii6	a	i		iii6	iii		6					m	1	1	-6, -2, -3		-3	-6
18	18	0	0	4/2	1	1	#viio6/iii	a	i		#viio6/iii	#vii	o	6		iii			o	1	1	-1, -4, 2		2	-1
18	18	1/2	1/2	4/2	1	1	iio/iv	a	i		iio/iv	ii	o			iv			o	1	1	1, -2, -5		1	1
18	18	1	1	4/2	1	1	iv	a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
19	19	0	0	4/2	1	1	IV6	a	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
19	19	1/2	1/2	4/2	1	1	iv6	a	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
19	19	1	1	4/2	1	1	III6(762)	a	i		III6(762)	III		6	762				M	1	1	1, 0, -1, 2		-3	1
19	19	3/2	3/2	4/2	1	1	iii6	a	i		iii6	iii		6					m	1	1	-6, -2, -3		-3	-6
20	20	0	0	4/2	1	1	viio6(2)/III	a	i		viio6(2)/III	vii	o	6	2	III			o	1	1	-1, -4, -3		2	-1
20	20	1/2	1/2	4/2	1	1	viio6/III	a	i		viio6/III	vii	o	6		III			o	1	1	-1, -4, 2		2	-1
20	20	1	1	4/2	1	1	III(4)}{	a	i		III(4)	III			4			}{	M	1	1	-3, -4, -2		-3	-3
20	20	3/2	3/2	4/2	1	1	III	a	i		III	III							M	1	1	-3, 1, -2		-3	-3
21	21	0	0	4/2	1	1	iv6(2)	a	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
21	21	1/2	1/2	4/2	1	1	IV6	a	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
21	21	1	1	4/2	1	1	I6	a	i		I6	I		6					M	1	1	4, 1, 0		0	4
21	21	3/2	3/2	4/2	1	1	i6	a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
22	22	0	0	4/2	1	1	VII6	a	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
22	22	1/2	1/2	4/2	1	1	vii6	a	i		vii6	vii		6					m	1	1	-5, -1, -2		-2	-5
22	22	1	1	4/2	1	1	V7/iv	a	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
22	22	3/2	3/2	4/2	1	1	iv64	a	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
23	23	0	0	4/2	1	1	I	a	i		I	I							M	1	1	0, 4, 1		0	0
23	23	1/2	1/2	4/2	1	1	i	a	i		i	i							m	1	1	0, -3, 1		0	0
23	23	1	1	4/2	1	1	VII6	a	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
23	23	3/2	3/2	4/2	1	1	vii6	a	i		vii6	vii		6					m	1	1	-5, -1, -2		-2	-5
24	24	0	0	4/2	1	1	VI6	a	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
24	24	1/2	1/2	4/2	1	1	i	a	i		i	i							m	1	1	0, -3, 1		0	0
24	24	1	1	4/2	1	1	VII	a	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
24	24	3/2	3/2	4/2	1	1	v6	a	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
25	25	0	0	4/2	1	1	V2/iv	a	i		V2/iv	V		2		iv			Mm7	1	1	-2, 0, 4, 1		0	-2
25	25	1/2	1/2	4/2	1	1	iv6	a	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
25	25	1	1	4/2	1	1	I64	a	i		I64	I		64					M	1	1	1, 0, 4		0	1
25	25	3/2	3/2	4/2	1	1	III6	a	i		III6	III		6					M	1	1	1, -2, -3		-3	1
26	26	0	0	4/2	1	1	VII	a	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
26	26	1/2	1/2	4/2	1	1	vii	a	i		vii	vii							m	1	1	-2, -5, -1		-2	-2
26	26	1	1	4/2	1	1	V65/iv	a	i		V65/iv	V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
26	26	3/2	3/2	4/2	1	1	iv	a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
27	27	0	0	4/2	1	1	V65/III	a	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
27	27	1/2	1/2	4/2	1	1	III	a	i		III	III							M	1	1	-3, 1, -2		-3	-3
27	27	1	1	4/2	1	1	iv65(2)	a	i		iv65(2)	iv		65	2				mm7	1	1	-4, 0, -3, 1		-1	-4
27	27	3/2	3/2	4/2	1	1	iv6	a	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
28	28	0	0	4/2	1	1	i64	a	i		i64	i		64					m	1	1	1, 0, -3		0	1
28	28	1/2	1/2	4/2	1	1	viio6/IV	a	i		viio6/IV	vii	o	6		IV			o	1	1	1, -2, 4		4	1
28	28	1	1	4/2	1	1	IV(#72)	a	i		IV(#72)	IV			#72				M	1	1	1, 3, 0	4	-1	1
28	28	3/2	3/2	4/2	1	1	ii6	a	i		ii6	ii		6					m	1	1	-1, 3, 2		2	-1
29	29	0	0	4/2	1	1	v2	a	i		v2	v		2					mm7	1	1	-1, 1, -2, 2		1	-1
29	29	1/2	1/2	4/2	1	1	i6	a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
29	29	1	1	4/2	1	1	V2/V/III	a	i		V2/V/III	V		2		V/III			Mm7	1	1	-3, -1, 3, 0		-1	-3
29	29	3/2	3/2	4/2	1	1	V6/III	a	i		V6/III	V		6		III			M	1	1	2, -1, -2		-2	2
30	30	0	0	4/2	1	1	III(9)	a	i		III(9)	III			9				M	1	1	-3, 1, -2	-1	-3	-3
30	30	1/2	1/2	4/2	1	1	iii	a	i		iii	iii							m	1	1	-3, -6, -2		-3	-3
30	30	1	1	4/2	1	1	V7/bII	a	i		V7/bII	V		7		bII			Mm7	1	1	-4, 0, -3, -6		-4	-4
30	30	3/2	3/2	4/2	1	1	V/bII	a	i		V/bII	V				bII			M	1	1	-4, 0, -3		-4	-4
31	31	0	0	4/2	1	1	V2/III	a	i		V2/III	V		2		III			Mm7	1	1	-4, -2, 2, -1		-2	-4
31	31	1/2	1/2	4/2	1	1	viio6/IV	a	i		viio6/IV	vii	o	6		IV			o	1	1	1, -2, 4		4	1
31	31	1	1	4/2	1	1	IV(64)	a	i		IV(64)	IV			64				M	1	1	-1, -2, 2		-1	-1
31	31	3/2	3/2	4/2	1	1	IV	a	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
32	32	0	0	4/2	1	1	#viio6	a	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
32	32	1/4	1/4	4/2	1	1	#viio6(2)	a	i		#viio6(2)	#vii	o	6	2				o	1	1	2, -1, 0		5	2
32	32	3/4	3/4	4/2	1	1	#viio6	a	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
32	32	1	1	4/2	1	1	I(#64)}{	a	i		I(#64)	I			#64			}{	M	1	1	0, -1, 1	3	0	0
32	32	3/2	3/2	4/2	1	1	I	a	i		I	I							M	1	1	0, 4, 1		0	0
33	33	0	0	4/2	1	1	#vi6	a	i		#vi6	#vi		6					m	1	1	0, 4, 3		3	0
33	33	1/2	1/2	4/2	1	1	VI6	a	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
33	33	1	1	4/2	1	1	I6	a	i		I6	I		6					M	1	1	4, 1, 0		0	4
33	33	3/2	3/2	4/2	1	1	i6	a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
34	34	0	0	4/2	1	1	V6	a	i		V6	V		6					M	1	1	5, 2, 1		1	5
34	34	1/2	1/2	4/2	1	1	V65	a	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
34	34	1	1	4/2	1	1	I	a	i		I	I							M	1	1	0, 4, 1		0	0
34	34	3/2	3/2	4/2	1	1	i	a	i		i	i							m	1	1	0, -3, 1		0	0
35	35	0	0	4/2	1	1	V(64)	a	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
35	35	1/2	1/2	4/2	1	1	V	a	i		V	V							M	1	1	1, 5, 2		1	1
35	35	1	1	4/2	1	1	IV6(13)	a	i		IV6(13)	IV		6	13				M	1	1	3, 0, -1	2	-1	3
35	35	3/2	3/2	4/2	1	1	iv6	a	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
36	36	0	0	4/2	1	1	V6/IV	a	i		V6/IV	V		6		IV			M	1	1	4, 1, 0		0	4
36	36	1/2	1/2	4/2	1	1	V65/IV	a	i		V65/IV	V		65		IV			Mm7	1	1	4, 1, -2, 0		0	4
36	36	1	1	4/2	1	1	IV	a	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
36	36	3/2	3/2	4/2	1	1	iv	a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
37	37	0	0	4/2	1	1	I6	a	i		I6	I		6					M	1	1	4, 1, 0		0	4
37	37	1/2	1/2	4/2	1	1	i6	a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
37	37	1	1	4/2	1	1	IV(9)	a	i		IV(9)	IV			9				M	1	1	-1, 3, 0	1	-1	-1
37	37	3/2	3/2	4/2	1	1	iv	a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
38	38	0	0	4/2	1	1	I6	a	i		I6	I		6					M	1	1	4, 1, 0		0	4
38	38	1/2	1/2	4/2	1	1	i6	a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
38	38	1	1	4/2	1	1	V	a	i		V	V							M	1	1	1, 5, 2		1	1
38	38	3/2	3/2	4/2	1	1	v	a	i		v	v							m	1	1	1, -2, 2		1	1
39	39	0	0	4/2	1	1	I6	a	i		I6	I		6					M	1	1	4, 1, 0		0	4
39	39	1/2	1/2	4/2	1	1	i6	a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
39	39	1	1	4/2	1	1	#viio6	a	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
39	39	3/2	3/2	4/2	1	1	VII6	a	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
40	40	0	0	4/2	1	1	IV6	a	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
40	40	1/2	1/2	4/2	1	1	I	a	i		I	I							M	1	1	0, 4, 1		0	0
40	40	1	1	4/2	1	1	VII	a	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
40	40	3/2	3/2	4/2	1	1	V6	a	i		V6	V		6					M	1	1	5, 2, 1		1	5
41	41	0	0	4/2	1	1	I	a	i		I	I							M	1	1	0, 4, 1		0	0
41	41	1/2	1/2	4/2	1	1	i	a	i		i	i							m	1	1	0, -3, 1		0	0
41	41	1	1	4/2	1	1	V	a	i		V	V							M	1	1	1, 5, 2		1	1
41	41	5/4	5/4	4/2	1	1	V7	a	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
42	42	1/2	1/2	4/2	1	1	V(64)	a	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
42	42	1	1	4/2	1	1	V(4)	a	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
42	42	3/2	3/2	4/2	1	1	V	a	i		V	V							M	1	1	1, 5, 2		1	1
43	43	0	0	4/2	1	1	V(#6)	a	i		V(#6)	V			#6				M	1	1	1, 5, 2	4	1	1
43	43	1/2	1/2	4/2	1	1	V(64)	a	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
43	43	1	1	4/2	1	1	V	a	i		V	V							M	1	1	1, 5, 2		1	1
44	44	0	0	4/2	1	1	v(#13)	a	i		v(#13)	v			#13				m	1	1	1, -2, 2	4	1	1
44	44	1/2	1/2	4/2	1	1	V(64)	a	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
44	44	1	1	4/2	1	1	V(4)	a	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
44	44	3/2	3/2	4/2	1	1	V	a	i		V	V							M	1	1	1, 5, 2		1	1
45	45	0	0	4/2	1	1	I(#6)}	a	i		I(#6)	I			#6			}	M	1	1	0, 4, 1	3	0	0
45	45	1/2	1/2	4/2	1	1	I(6){	a	i		I(6)	I			6			{	M	1	1	0, 4, -4		0	0
45	45	1	1	4/2	1	1	I	a	i		I	I							M	1	1	0, 4, 1		0	0
45	45	3/2	3/2	4/2	1	1	V7/IV	a	i		V7/IV	V		7		IV			Mm7	1	1	0, 4, 1, -2		0	0
46	46	0	0	4/2	1	1	IV64	a	i		IV64	IV		64					M	1	1	0, -1, 3		-1	0
46	46	1/2	1/2	4/2	1	1	iv64	a	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
46	46	1	1	4/2	1	1	I(4)	a	i		I(4)	I			4				M	1	1	0, -1, 1		0	0
46	46	3/2	3/2	4/2	1	1	I	a	i		I	I							M	1	1	0, 4, 1		0	0
47	47	0	0	4/2	1	1	i	a	i		i	i							m	1	1	0, -3, 1		0	0
47	47	1/2	1/2	4/2	1	1	v	a	i		v	v							m	1	1	1, -2, 2		1	1
47	47	3/2	3/2	4/2	1	1	iio6	a	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
48	48	0	0	4/2	1	1	I6(2)	a	i		I6(2)	I		6	2				M	1	1	4, 1, 2		0	4
48	48	1/2	1/2	4/2	1	1	i6	a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
48	48	1	1	4/2	1	1	V6	a	i		V6	V		6					M	1	1	5, 2, 1		1	5
48	48	3/2	3/2	4/2	1	1	#viio6	a	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
49	49	0	0	4/2	1	1	I	a	i		I	I							M	1	1	0, 4, 1		0	0
49	49	1/2	1/2	4/2	1	1	i	a	i		i	i							m	1	1	0, -3, 1		0	0
49	49	1	1	4/2	1	1	IV(9)	a	i		IV(9)	IV			9				M	1	1	-1, 3, 0	1	-1	-1
49	49	3/2	3/2	4/2	1	1	ii6	a	i		ii6	ii		6					m	1	1	-1, 3, 2		2	-1
50	50	0	0	4/2	1	1	V(#13)}{	a	i		V(#13)	V			#13			}{	M	1	1	1, 5, 2	4	1	1
50	50	1/2	1/2	4/2	1	1	V(64)	a	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
50	50	1	1	4/2	1	1	V(4)	a	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
50	50	3/2	3/2	4/2	1	1	V	a	i		V	V							M	1	1	1, 5, 2		1	1
51	51	0	0	4/2	1	1	V(#6)	a	i		V(#6)	V			#6				M	1	1	1, 5, 2	4	1	1
51	51	1/2	1/2	4/2	1	1	V(64)	a	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
51	51	1	1	4/2	1	1	V	a	i		V	V							M	1	1	1, 5, 2		1	1
52	52	0	0	4/2	1	1	V(#13)	a	i		V(#13)	V			#13				M	1	1	1, 5, 2	4	1	1
52	52	1/2	1/2	4/2	1	1	V(64)	a	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
52	52	1	1	4/2	1	1	V(4)	a	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
52	52	3/2	3/2	4/2	1	1	V}	a	i		V	V						}	M	1	1	1, 5, 2		1	1
